Horizon,AR_RMSE,AR_MAE,AR_MAPE,RNN_RMSE,RNN_MAE,RNN_MAPE,ATTN_RMSE,ATTN_MAE,ATTN_MAPE,TF_RMSE,TF_MAE,TF_MAPE
1-hour,0.46526602709629156,0.32725526312481257,47.75168688893299,0.5716439698632637,0.4171070374859586,65.1500422629891,0.48554563818810453,0.3382130999865696,42.938820943137834,0.5046229247239248,0.3712704608910058,52.15974821110333
6-hour,1.5563686702020916,1.1726335305786209,174.0275545175071,1.6824169154779496,1.282680976459541,182.1244458676934,1.4865106322236166,1.0902986922446034,177.71748703049036,3.0435238792230943,2.388477183475169,271.09096783131093
24-hour,2.495245020726158,1.8246241618203114,255.486072154521,2.3224481223648614,1.7064858763884547,283.12003883661004,2.6170464170529004,2.064585486145836,325.115428733685,2.451211242867445,1.884998775576455,310.42681784467345
