Horizon,AR_RMSE,AR_MAE,AR_MAPE_robust,AR_SMAPE,AR_WMAPE,RNN_RMSE,RNN_MAE,RNN_MAPE_robust,RNN_SMAPE,RNN_WMAPE,ATTN_RMSE,ATTN_MAE,ATTN_MAPE_robust,ATTN_SMAPE,ATTN_WMAPE,TF_RMSE,TF_MAE,TF_MAPE_robust,TF_SMAPE,TF_WMAPE
1-hour,0.46526602709629156,0.32725526312481257,47.75168688893299,23.985536580588636,10.110956235852495,0.5716439698632637,0.4171070374859586,22.40619223224422,29.91025343432981,12.919067901489647,0.48554563818810453,0.3382130999865696,15.91616443414753,24.92905193332978,10.444373207929633,0.5046229247239248,0.3712704608910058,17.215001260084264,26.062119104881614,11.470078294740862
6-hour,1.5563686702020916,1.1726335305786209,174.0275545175071,55.32732599044806,36.388065026432784,1.6824169154779496,1.282680976459541,63.35782203704659,57.88598346069672,39.80295416958552,1.4865106322236166,1.0902986922446034,54.18363799182742,52.39779878885372,33.94305843128947,3.0435238792230943,2.388477183475169,113.06897822765372,85.06368411927374,74.11698591755137
24-hour,2.495245020726158,1.8246241618203114,255.486072154521,66.03609461581168,56.18029142006527,2.3224481223648614,1.7064858763884547,91.14326119117243,64.08073448987165,53.039713460806425,2.6170464170529004,2.064585486145836,111.90811618866591,71.55102664137122,64.25158376030339,2.451211242867445,1.884998775576455,100.33339045658593,67.1731753095658,58.58811743706883
